estimating workload which takes just one millisecond
end estimation
0	2	1
0	4	2
0	6	3
0	9	4
0	11	5
0	14	6
0	16	7
0	18	8
0	21	9
0	23	10
0	25	11
0	28	12
0	30	13
0	32	14
0	35	15
0	37	16
0	39	17
0	42	18
0	44	19
0	47	20
0	49	21
0	51	22
0	54	23
0	56	24
0	58	25
0	61	26
0	63	27
0	66	28
0	68	29
0	70	30
0	73	31
0	75	32
0	78	33
0	80	34
0	82	35
0	85	36
0	87	37
0	89	38
0	92	39
0	94	40
0	96	41
0	99	42
0	101	43
0	103	44
0	106	45
0	108	46
0	111	47
0	113	48
0	115	49
0	118	50
0	120	51
0	122	52
0	125	53
0	127	54
0	130	55
0	132	56
0	134	57
0	137	58
0	139	59
0	141	60
0	144	61
0	146	62
0	148	63
0	151	64
0	153	65
0	155	66
0	158	67
0	160	68
0	163	69
0	165	70
0	167	71
0	170	72
0	172	73
0	175	74
0	177	75
0	179	76
0	182	77
0	184	78
0	186	79
0	189	80
0	191	81
0	194	82
0	196	83
0	198	84
0	201	85
0	203	86
0	206	87
0	208	88
0	210	89
0	213	90
0	215	91
0	217	92
0	220	93
0	222	94
0	225	95
0	227	96
0	229	97
0	232	98
0	234	99
0	236	100
estimating workload which takes just one millisecond
end estimation
1	2	1
1	4	2
1	7	3
1	9	4
1	11	5
1	14	6
1	16	7
1	18	8
1	21	9
1	23	10
1	26	11
1	28	12
1	30	13
1	33	14
1	35	15
1	37	16
1	40	17
1	42	18
1	44	19
1	47	20
1	49	21
1	52	22
1	54	23
1	56	24
1	59	25
1	61	26
1	63	27
1	66	28
1	68	29
1	71	30
1	73	31
1	75	32
1	78	33
1	80	34
1	82	35
1	85	36
1	87	37
1	89	38
1	92	39
1	94	40
1	97	41
1	99	42
1	101	43
1	104	44
1	106	45
1	108	46
1	111	47
1	113	48
1	115	49
1	118	50
1	120	51
1	123	52
1	125	53
1	127	54
1	130	55
1	132	56
1	134	57
1	137	58
1	139	59
1	142	60
1	144	61
1	146	62
1	149	63
1	151	64
1	153	65
1	156	66
1	158	67
1	161	68
1	163	69
1	165	70
1	168	71
1	170	72
1	172	73
1	175	74
1	177	75
1	179	76
1	182	77
1	184	78
1	187	79
1	189	80
1	191	81
1	194	82
1	196	83
1	199	84
1	201	85
1	203	86
1	206	87
1	208	88
1	210	89
1	213	90
1	215	91
1	218	92
1	220	93
1	222	94
1	225	95
1	227	96
1	229	97
1	232	98
1	234	99
1	236	100
estimating workload which takes just one millisecond
end estimation
