estimating workload which takes just one millisecond
end estimation
0	1	1
0	2	2
0	3	3
0	5	4
0	6	5
0	7	6
0	9	7
0	11	8
0	12	9
0	14	10
0	15	11
0	16	12
0	17	13
0	19	14
0	20	15
0	21	16
0	22	17
0	24	18
0	25	19
0	26	20
0	27	21
0	29	22
0	30	23
0	31	24
0	32	25
0	34	26
0	35	27
0	36	28
0	37	29
0	39	30
0	40	31
0	41	32
0	42	33
0	44	34
0	45	35
0	46	36
0	47	37
0	49	38
0	50	39
0	51	40
0	53	41
0	54	42
0	55	43
0	56	44
0	58	45
0	59	46
0	60	47
0	61	48
0	63	49
0	64	50
0	65	51
0	66	52
0	68	53
0	69	54
0	70	55
0	71	56
0	73	57
0	74	58
0	75	59
0	76	60
0	78	61
0	79	62
0	80	63
0	81	64
0	83	65
0	84	66
0	85	67
0	86	68
0	88	69
0	89	70
0	90	71
0	91	72
0	93	73
0	94	74
0	95	75
0	96	76
0	98	77
0	99	78
0	100	79
0	101	80
0	103	81
0	104	82
0	105	83
0	106	84
0	108	85
0	109	86
0	110	87
0	111	88
0	113	89
0	114	90
0	115	91
0	116	92
0	118	93
0	119	94
0	120	95
0	121	96
0	123	97
0	124	98
0	125	99
0	126	100
estimating workload which takes just one millisecond
end estimation
