estimating workload which takes just one millisecond
end estimation
0	2	1
0	4	2
0	6	3
0	9	4
0	11	5
0	14	6
0	24	7
0	26	8
0	29	9
0	31	10
0	45	11
0	48	12
0	50	13
0	52	14
0	55	15
0	57	16
0	60	17
0	62	18
0	76	19
0	79	20
0	81	21
0	83	22
0	86	23
0	100	24
0	103	25
0	105	26
0	119	27
0	122	28
0	124	29
0	126	30
0	129	31
0	131	32
0	145	33
0	148	34
0	150	35
0	165	36
0	167	37
0	169	38
0	172	39
0	174	40
0	188	41
0	191	42
0	193	43
0	196	44
0	198	45
0	212	46
0	215	47
0	217	48
0	219	49
0	222	50
0	236	51
0	239	52
0	241	53
0	243	54
0	246	55
0	248	56
0	250	57
0	265	58
0	267	59
0	270	60
0	280	61
0	282	62
0	285	63
0	287	64
0	290	65
0	300	66
0	302	67
0	305	68
0	307	69
0	309	70
0	324	71
0	326	72
0	328	73
0	331	74
0	345	75
0	348	76
0	350	77
0	352	78
0	355	79
0	365	80
0	368	81
0	370	82
0	372	83
0	375	84
0	389	85
0	391	86
0	394	87
0	396	88
0	399	89
0	413	90
0	415	91
0	418	92
0	432	93
0	434	94
0	437	95
0	451	96
0	454	97
0	456	98
0	458	99
0	461	100
estimating workload which takes just one millisecond
end estimation
1	2	1
1	4	2
1	7	3
1	9	4
1	32	5
1	34	6
1	36	7
1	39	8
1	41	9
1	51	10
1	54	11
1	56	12
1	59	13
1	61	14
1	75	15
1	78	16
1	80	17
1	82	18
1	97	19
1	99	20
1	102	21
1	104	22
1	106	23
1	109	24
1	111	25
1	113	26
1	136	27
1	138	28
1	140	29
1	143	30
1	145	31
1	148	32
1	150	33
1	152	34
1	155	35
1	169	36
1	171	37
1	174	38
1	184	39
1	187	40
1	189	41
1	191	42
1	194	43
1	212	44
1	214	45
1	217	46
1	219	47
1	221	48
1	236	49
1	238	50
1	241	51
1	243	52
1	253	53
1	256	54
1	258	55
1	260	56
1	263	57
1	273	58
1	275	59
1	278	60
1	292	61
1	295	62
1	297	63
1	299	64
1	302	65
1	316	66
1	319	67
1	321	68
1	331	69
1	334	70
1	336	71
1	338	72
1	341	73
1	355	74
1	358	75
1	360	76
1	362	77
1	377	78
1	379	79
1	382	80
1	384	81
1	386	82
1	401	83
1	403	84
1	406	85
1	408	86
1	410	87
1	413	88
1	415	89
1	425	90
1	428	91
1	430	92
1	432	93
1	435	94
1	449	95
1	452	96
1	454	97
1	464	98
1	467	99
1	469	100
estimating workload which takes just one millisecond
end estimation
3	17	1
3	20	2
3	22	3
3	33	4
3	35	5
3	37	6
3	40	7
3	42	8
3	64	9
3	67	10
3	69	11
3	71	12
3	74	13
3	88	14
3	91	15
3	93	16
3	95	17
3	98	18
3	108	19
3	110	20
3	113	21
3	115	22
3	117	23
3	132	24
3	134	25
3	136	26
3	139	27
3	141	28
3	152	29
3	154	30
3	156	31
3	159	32
3	161	33
3	175	34
3	178	35
3	180	36
3	183	37
3	185	38
3	199	39
3	202	40
3	204	41
3	206	42
3	209	43
3	223	44
3	226	45
3	228	46
3	230	47
3	233	48
3	235	49
3	253	50
3	256	51
3	258	52
3	260	53
3	263	54
3	273	55
3	276	56
3	278	57
3	292	58
3	295	59
3	297	60
3	311	61
3	314	62
3	316	63
3	319	64
3	321	65
3	331	66
3	334	67
3	336	68
3	339	69
3	341	70
3	355	71
3	358	72
3	360	73
3	363	74
3	377	75
3	379	76
3	382	77
3	384	78
3	386	79
3	401	80
3	403	81
3	406	82
3	408	83
3	410	84
3	421	85
3	423	86
3	425	87
3	428	88
3	430	89
3	441	90
3	443	91
3	445	92
3	448	93
3	450	94
3	462	95
3	464	96
3	467	97
3	469	98
3	471	99
3	474	100
estimating workload which takes just one millisecond
end estimation
2	13	1
2	16	2
2	18	3
2	20	4
2	23	5
2	25	6
2	27	7
2	30	8
2	44	9
2	47	10
2	49	11
2	63	12
2	66	13
2	68	14
2	71	15
2	73	16
2	83	17
2	86	18
2	88	19
2	90	20
2	93	21
2	95	22
2	117	23
2	120	24
2	122	25
2	125	26
2	127	27
2	129	28
2	132	29
2	134	30
2	156	31
2	159	32
2	161	33
2	163	34
2	166	35
2	176	36
2	179	37
2	181	38
2	195	39
2	198	40
2	200	41
2	203	42
2	205	43
2	207	44
2	210	45
2	224	46
2	226	47
2	229	48
2	231	49
2	233	50
2	244	51
2	246	52
2	249	53
2	251	54
2	265	55
2	268	56
2	270	57
2	280	58
2	283	59
2	285	60
2	288	61
2	290	62
2	304	63
2	307	64
2	309	65
2	311	66
2	314	67
2	324	68
2	326	69
2	329	70
2	343	71
2	345	72
2	348	73
2	350	74
2	353	75
2	355	76
2	366	77
2	368	78
2	370	79
2	373	80
2	375	81
2	389	82
2	392	83
2	394	84
2	396	85
2	399	86
2	417	87
2	420	88
2	422	89
2	436	90
2	439	91
2	441	92
2	443	93
2	446	94
2	456	95
2	459	96
2	461	97
2	469	98
2	472	99
2	474	100
estimating workload which takes just one millisecond
end estimation
